ec5	pdb	cathids	catalytic_cathids	unrelated?	number_unrelated_domains
5.4.3.10	3nz4	1.10.275.10;1.20.200.10;1.10.274.20	1.10.275.10;1.20.200.10;1.10.274.20	n	0
5.4.3.10	4c5r	1.10.275.10;1.20.200.10;1.10.274.20	1.10.275.10;1.20.200.10;1.10.274.20	n	0
5.4.3.10	4c5s	1.10.275.10;1.20.200.10;1.10.274.20	1.10.275.10;1.20.200.10;1.10.274.20	n	0
5.4.3.10	4v2q	1.10.275.10;1.20.200.10;1.10.274.20	1.10.275.10;1.20.200.10;1.10.274.20	n	0
5.4.3.10	4v2r	1.10.275.10;1.20.200.10;1.10.274.20	1.10.275.10;1.20.200.10;1.10.274.20	n	0
5.4.3.10	4baa	1.10.275.10;1.20.200.10;1.10.274.20	1.10.275.10;1.20.200.10;1.10.274.20	n	0
5.4.3.10	4cq5	1.10.275.10;1.20.200.10;1.10.274.20	1.10.275.10;1.20.200.10;1.10.274.20	n	0
5.4.3.10	4bab	1.10.275.10;1.20.200.10;1.10.274.20	1.10.275.10;1.20.200.10;1.10.274.20	n	0
5.4.4.2	2eua	3.60.120.10	3.60.120.10	n	0
5.4.4.2	3veh	3.60.120.10	3.60.120.10	n	0
5.4.4.2	3hwo	3.60.120.10	3.60.120.10	n	0
5.4.4.2	3bzm	3.60.120.10	3.60.120.10	n	0
5.4.4.2	3bzn	3.60.120.10	3.60.120.10	n	0
5.4.4.2	3st6	3.60.120.10	3.60.120.10	n	0
5.4.4.2	2g5f	3.60.120.10	3.60.120.10	n	0
5.4.4.2	3log	3.60.120.10	3.60.120.10	n	0
5.4.4.2	3os6	3.60.120.10	3.60.120.10	n	0
5.4.4.2	3rv7	3.60.120.10	3.60.120.10	n	0
5.4.4.2	3rv6	3.60.120.10	3.60.120.10	n	0
5.4.4.2	3rv9	3.60.120.10	3.60.120.10	n	0
5.4.4.2	3rv8	3.60.120.10	3.60.120.10	n	0
5.4.4.2	3gse	3.60.120.10	3.60.120.10	n	0
5.4.4.2	2i6y	3.60.120.10	3.60.120.10	n	0
5.4.11.99	4h8h	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.11.99	4gin	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.11.99	4go8	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.11.99	4go9	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.11.99	4gia	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.11.99	4h2c	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.11.99	4h7v	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.11.99	4gi8	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.11.99	4gi9	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.11.99	4gi6	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.11.99	4ha1	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.11.99	4h8u	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.11.99	4h8v	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.99.1	1i9c	3.40.50.280	3.40.50.280	y	4
5.4.99.1	1b1a	3.40.50.280	3.40.50.280	y	4
5.4.99.1	1cb7	3.40.50.280	3.40.50.280	y	4
5.4.99.1	1ccw	3.40.50.280	3.40.50.280	y	4
5.4.99.1	1id8	3.40.50.280	3.40.50.280	y	4
5.4.99.1	2pwh	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	y	4
5.4.99.1	1fmf	3.40.50.280	3.40.50.280	y	4
5.4.99.1	1be1	3.40.50.280	3.40.50.280	y	4
5.4.99.2	2xij	3.20.20.240;3.40.50.280	3.40.50.280	n	0
5.4.99.2	6req	3.20.20.240;3.40.50.280	3.40.50.280	n	0
5.4.99.2	1req	3.20.20.240;3.40.50.280	3.40.50.280	n	0
5.4.99.2	2req	3.20.20.240;3.40.50.280	3.40.50.280	n	0
5.4.99.2	3bic	3.20.20.240;3.40.50.280	3.40.50.280	n	0
5.4.99.2	5req	3.20.20.240;3.40.50.280	3.40.50.280	n	0
5.4.99.2	7req	3.20.20.240;3.40.50.280	3.40.50.280	n	0
5.4.99.2	3req	3.20.20.240;3.40.50.280	3.40.50.280	n	0
5.4.99.2	4req	3.20.20.240;3.40.50.280	3.40.50.280	n	0
5.4.99.2	2yxb	3.40.50.280	3.40.50.280	n	0
5.4.99.2	2xiq	3.20.20.240;3.40.50.280	3.40.50.280	n	0
5.4.99.2	1e1c	3.20.20.240;3.40.50.280	3.40.50.280	n	0
5.4.99.5	1csm	1.10.590.10	1.10.590.10	y	7
5.4.99.5	4csm	1.10.590.10	1.10.590.10	y	7
5.4.99.5	3rem	1.20.59.10	1.20.59.10	y	7
5.4.99.5	2gtv	1.20.59.10	1.20.59.10	y	7
5.4.99.5	3nvt	1.20.59.10;3.20.20.70	1.20.59.10	y	7
5.4.99.5	4ppu	1.10.590.10	1.10.590.10	y	7
5.4.99.5	2g5f	3.60.120.10	3.60.120.10	y	7
5.4.99.5	1ode	3.30.1330.40	3.30.1330.40	y	7
5.4.99.5	3veh	3.60.120.10	3.60.120.10	y	7
5.4.99.5	3zo8	3.30.1330.40	3.30.1330.40	y	7
5.4.99.5	2i6y	3.60.120.10	3.60.120.10	y	7
5.4.99.5	3st6	3.60.120.10	3.60.120.10	y	7
5.4.99.5	4ppv	1.10.590.10	1.10.590.10	y	7
5.4.99.5	3zop	3.30.1330.40	3.30.1330.40	y	7
5.4.99.5	3ret	1.20.59.10	1.20.59.10	y	7
5.4.99.5	2d8d	1.20.59.10	1.20.59.10	y	7
5.4.99.5	2d8e	1.20.59.10	1.20.59.10	y	7
5.4.99.5	1ui9	3.30.1330.40	3.30.1330.40	y	7
5.4.99.5	2csm	1.10.590.10	1.10.590.10	y	7
5.4.99.5	1dbf	3.30.1330.40	3.30.1330.40	y	7
5.4.99.5	1fnk	3.30.1330.40	3.30.1330.40	y	7
5.4.99.5	1fnj	3.30.1330.40	3.30.1330.40	y	7
5.4.99.5	3csm	1.10.590.10	1.10.590.10	y	7
5.4.99.5	1ufy	3.30.1330.40	3.30.1330.40	y	7
5.4.99.5	4nwo	3.40.980.10	3.40.980.10	y	7
5.4.99.5	2vkl	1.20.59.10	1.20.59.10	y	7
5.4.99.5	3zp7	3.30.1330.40	3.30.1330.40	y	7
5.4.99.5	2chs	3.30.1330.40	3.30.1330.40	y	7
5.4.99.5	1com	3.30.1330.40	3.30.1330.40	y	7
5.4.99.5	3rv6	3.60.120.10	3.60.120.10	y	7
5.4.99.5	3rv9	3.60.120.10	3.60.120.10	y	7
5.4.99.5	3rv8	3.60.120.10	3.60.120.10	y	7
5.4.99.5	3hgx	1.20.59.10	1.20.59.10	y	7
5.4.99.5	3zp4	3.30.1330.40	3.30.1330.40	y	7
5.4.99.5	3rmi	1.20.59.10	1.20.59.10	y	7
5.4.99.5	2h9d	1.20.59.10	1.20.59.10	y	7
5.4.99.5	1ecm	1.20.59.10	1.20.59.10	y	7
5.4.99.5	3fbt	3.40.50.10860;3.40.50.720	3.40.50.10860;3.40.50.720	y	7
5.4.99.5	2h9c	1.20.59.10	1.20.59.10	y	7
5.4.99.5	3hgw	1.20.59.10	1.20.59.10	y	7
5.4.99.5	3log	3.60.120.10	3.60.120.10	y	7
5.4.99.5	2qbv	1.20.59.10	1.20.59.10	y	7
5.4.99.5	3rv7	3.60.120.10	3.60.120.10	y	7
5.4.99.5	2pv7	3.40.50.720;1.10.3660.10	3.40.50.720	y	7
5.4.99.5	5csm	1.10.590.10	1.10.590.10	y	7
5.4.99.5	1ybz	1.20.59.10	1.20.59.10	y	7
5.4.99.5	2cht	3.30.1330.40	3.30.1330.40	y	7
5.4.99.7	1w6j	1.50.10.20;1.50.10.20	1.50.10.20;1.50.10.20	n	0
5.4.99.7	1w6k	1.50.10.20;1.50.10.20	1.50.10.20;1.50.10.20	n	0
5.4.99.9	3int	3.40.50.720	3.40.50.720	n	0
5.4.99.9	3inr	3.40.50.720	3.40.50.720	n	0
5.4.99.9	1wam	3.40.50.720	3.40.50.720	n	0
5.4.99.9	3hdq	3.40.50.720	3.40.50.720	n	0
5.4.99.9	3he3	3.40.50.720	3.40.50.720	n	0
5.4.99.9	3hdy	3.40.50.720	3.40.50.720	n	0
5.4.99.9	3gf4	3.40.50.720	3.40.50.720	n	0
5.4.99.9	1i8t	3.40.50.720	3.40.50.720	n	0
5.4.99.9	4mo2	3.40.50.720	3.40.50.720	n	0
5.4.99.9	3mj4	3.40.50.720	3.40.50.720	n	0
5.4.99.9	2bi8	3.40.50.720	3.40.50.720	n	0
5.4.99.9	3kyb	3.40.50.720	3.40.50.720	n	0
5.4.99.9	2bi7	3.40.50.720	3.40.50.720	n	0
5.4.99.9	1v0j	3.40.50.720	3.40.50.720	n	0
5.4.99.11	4hox	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.99.11	4hoz	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.99.11	3gbd	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.99.11	3gbe	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.99.11	4how	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.99.11	2pwg	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.99.11	2pwf	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.99.11	2pwe	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.99.11	2pwd	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.99.11	4hph	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.99.11	1zjb	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.99.11	1zja	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.99.11	1m53	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.99.11	4hp5	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10;2.60.40.1180	n	0
5.4.99.12	4j37	3.30.70.580	3.30.70.580	n	0
5.4.99.12	4iqm	3.30.70.580	3.30.70.580	n	0
5.4.99.12	4nz6	3.30.70.580	3.30.70.580	n	0
5.4.99.12	2nre	3.30.70.580;3.30.70.660	3.30.70.580	n	0
5.4.99.12	1vs3	3.30.70.580;3.30.70.660	3.30.70.580	n	0
5.4.99.12	4its	3.30.70.580	3.30.70.580	n	0
5.4.99.12	4nz7	3.30.70.580	3.30.70.580	n	0
5.4.99.12	1dj0	3.30.70.660;3.30.70.580	3.30.70.580	n	0
5.4.99.12	2nr0	3.30.70.580;3.30.70.660	3.30.70.580	n	0
5.4.99.12	2nqp	3.30.70.580;3.30.70.660	3.30.70.580	n	0
5.4.99.14	3hfk	3.30.70.100	3.30.70.100	n	0
5.4.99.14	3hds	3.30.70.100	3.30.70.100	n	0
5.4.99.14	3hf5	3.30.70.100	3.30.70.100	n	0
5.4.99.15	1iv8	3.20.20.80;3.30.1590.10;1.10.150.200;1.10.10.470;2.60.40.1180	3.20.20.80;3.30.1590.10;1.10.150.200;1.10.10.470;2.60.40.1180	n	0
5.4.99.16	4lxf	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10	n	0
5.4.99.16	3zoa	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10	n	0
5.4.99.16	4wf7	3.20.20.80;3.90.400.10	3.20.20.80;3.90.400.10	n	0
5.4.99.16	3zo9	3.20.20.80;3.90.400.10;2.60.40.1180	3.20.20.80;3.90.400.10	n	0
5.4.99.17	1h3b	1.50.10.20;1.50.10.20	1.50.10.20;1.50.10.20	n	0
5.4.99.17	1h3c	1.50.10.20;1.50.10.20	1.50.10.20;1.50.10.20	n	0
5.4.99.17	1h3a	1.50.10.20;1.50.10.20	1.50.10.20;1.50.10.20	n	0
5.4.99.17	1sqc	1.50.10.20;1.50.10.20	1.50.10.20;1.50.10.20	n	0
5.4.99.17	1o6q	1.50.10.20;1.50.10.20	1.50.10.20;1.50.10.20	n	0
5.4.99.17	1ump	1.50.10.20;1.50.10.20	1.50.10.20;1.50.10.20	n	0
5.4.99.17	1o6h	1.50.10.20;1.50.10.20	1.50.10.20;1.50.10.20	n	0
5.4.99.17	1o6r	1.50.10.20;1.50.10.20	1.50.10.20;1.50.10.20	n	0
5.4.99.17	1gsz	1.50.10.20;1.50.10.20	1.50.10.20;1.50.10.20	n	0
5.4.99.17	1h36	1.50.10.20;1.50.10.20	1.50.10.20;1.50.10.20	n	0
5.4.99.17	1h37	1.50.10.20;1.50.10.20	1.50.10.20;1.50.10.20	n	0
5.4.99.17	1h35	1.50.10.20;1.50.10.20	1.50.10.20;1.50.10.20	n	0
5.4.99.17	1o79	1.50.10.20;1.50.10.20	1.50.10.20;1.50.10.20	n	0
5.4.99.17	1h39	1.50.10.20;1.50.10.20	1.50.10.20;1.50.10.20	n	0
5.4.99.17	2sqc	1.50.10.20;1.50.10.20	1.50.10.20;1.50.10.20	n	0
5.4.99.17	3sqc	1.50.10.20;1.50.10.20	1.50.10.20;1.50.10.20	n	0
5.4.99.18	4b4k	3.40.50.7700	3.40.50.7700	n	0
5.4.99.18	3ors	3.40.50.7700	3.40.50.7700	n	0
5.4.99.18	4grd	3.40.50.7700	3.40.50.7700	n	0
5.4.99.18	2ate	3.40.50.7700	3.40.50.7700	n	0
5.4.99.18	4ay3	3.40.50.7700	3.40.50.7700	n	0
5.4.99.18	1qcz	3.40.50.7700	3.40.50.7700	n	0
5.4.99.18	1o4v	3.40.50.7700	3.40.50.7700	n	0
5.4.99.18	1d7a	3.40.50.7700	3.40.50.7700	n	0
5.4.99.18	2ywx	3.40.50.7700	3.40.50.7700	n	0
5.4.99.18	2nsl	3.40.50.7700	3.40.50.7700	n	0
5.4.99.18	4ay4	3.40.50.7700	3.40.50.7700	n	0
5.4.99.18	3lp6	3.40.50.7700	3.40.50.7700	n	0
5.4.99.18	2nsh	3.40.50.7700	3.40.50.7700	n	0
5.4.99.18	2nsj	3.40.50.7700	3.40.50.7700	n	0
5.4.99.19	1ksl	3.10.290.10;3.30.2350.10	3.10.290.10;3.30.2350.10	y	4
5.4.99.19	1ksv	3.10.290.10;3.30.2350.10	3.10.290.10;3.30.2350.10	y	4
5.4.99.19	1ksk	3.10.290.10;3.30.2350.10	3.10.290.10;3.30.2350.10	y	4
5.4.99.19	1vio	3.10.290.10;3.30.70.580;3.30.70.1560	3.10.290.10;3.30.70.580;3.30.70.1560	y	4
5.4.99.21	2gml	3.30.70.580;3.30.70.1560	3.30.70.580;3.30.70.1560	y	4
5.4.99.21	3dh3	3.10.290.10;3.30.2350.10	3.10.290.10;3.30.2350.10	y	4
5.4.99.22	4lab	3.30.2350.10	3.30.2350.10	n	0
5.4.99.22	4lgt	3.10.290.10;3.30.2350.10	3.30.2350.10	n	0
5.4.99.23	1v9f	3.30.2350.10	3.30.2350.10	n	0
5.4.99.23	2ist	3.10.290.10;3.30.2350.10	3.30.2350.10	n	0
5.4.99.23	1qyu	3.30.2350.10	3.30.2350.10	n	0
5.4.99.23	1prz	3.30.2350.10	3.30.2350.10	n	0
5.4.99.24	1v9k	3.30.2350.10	3.30.2350.10	n	0
5.4.99.24	1xpi	3.30.2350.10	3.30.2350.10	n	0
5.4.99.25	2aus	3.30.2350.10	3.30.2350.10;2.30.130.10	n	0
5.4.99.25	3lwv	3.30.2350.10	3.30.2350.10;2.30.130.10	n	0
5.4.99.25	3lwp	3.30.2350.10	3.30.2350.10;2.30.130.10	n	0
5.4.99.25	3lwq	3.30.2350.10	3.30.2350.10;2.30.130.10	n	0
5.4.99.25	3lwr	3.30.2350.10	3.30.2350.10;2.30.130.10	n	0
5.4.99.25	2ey4	3.30.2350.10	3.30.2350.10;2.30.130.10	n	0
5.4.99.25	3lwo	3.30.2350.10	3.30.2350.10;2.30.130.10	n	0
5.4.99.25	3hjy	3.30.2350.10	3.30.2350.10;2.30.130.10	n	0
5.4.99.25	3hjw	3.30.2350.10	3.30.2350.10;2.30.130.10	n	0
5.4.99.25	2ab4	2.30.130.10	3.30.2350.10;2.30.130.10	n	0
5.4.99.25	1sgv	3.30.2350.10;2.30.130.10	3.30.2350.10;2.30.130.10	n	0
5.4.99.25	1ze2	3.30.2350.10;2.30.130.10	3.30.2350.10;2.30.130.10	n	0
5.4.99.25	1ze1	2.30.130.10	3.30.2350.10;2.30.130.10	n	0
5.4.99.25	2rfk	3.30.2350.10	3.30.2350.10;2.30.130.10	n	0
5.4.99.25	1k8w	3.30.2350.10;2.30.130.10	3.30.2350.10;2.30.130.10	n	0
5.4.99.25	1r3e	3.30.2350.10;2.30.130.10	3.30.2350.10;2.30.130.10	n	0
5.4.99.25	1r3f	3.30.2350.10;2.30.130.10	3.30.2350.10;2.30.130.10	n	0
5.4.99.25	2hvy	3.30.2350.10	3.30.2350.10;2.30.130.10	n	0
5.4.99.25	3mqk	3.30.2350.10	3.30.2350.10;2.30.130.10	n	0
5.4.99.25	3hax	3.30.2350.10	3.30.2350.10;2.30.130.10	n	0
5.4.99.25	1zl3	3.30.2350.10;2.30.130.10	3.30.2350.10;2.30.130.10	n	0
5.4.99.27	1si7	3.30.2340.10	3.30.2340.10	n	0
5.4.99.27	1sb7	3.30.2340.10	3.30.2340.10	n	0
5.4.99.27	1szw	3.30.2340.10	3.30.2340.10	n	0
5.4.99.28	2i82	3.30.2350.10	3.30.2350.10	n	0
5.4.99.29	2i82	3.30.2350.10	3.30.2350.10	n	0
5.4.99.58	3t7v	3.20.20.70	3.20.20.70	n	0
5.4.99.60	2afv	3.40.50.10230	3.40.50.10230	n	0
5.4.99.60	2afr	3.40.50.10230	3.40.50.10230	n	0
5.4.99.61	1i1h	3.40.50.10230	3.40.50.10230	n	0
5.4.99.61	1f2v	3.40.50.10230	3.40.50.10230	n	0
5.4.99.62	3e7n	3.40.1650.10	3.40.1650.10	n	0
5.4.99.62	3p12	3.40.1650.10	3.40.1650.10	n	0
5.4.99.62	3p13	3.40.1650.10	3.40.1650.10	n	0
5.4.99.62	1oge	3.40.1650.10	3.40.1650.10	n	0
5.4.99.62	1ogd	3.40.1650.10	3.40.1650.10	n	0
5.4.99.62	1ogf	3.40.1650.10	3.40.1650.10	n	0
5.4.99.62	1ogc	3.40.1650.10	3.40.1650.10	n	0
5.5.1.1	3i4k	3.30.390.10;3.20.20.120	3.30.390.10;3.20.20.120	n	0
5.5.1.1	1bkh	3.30.390.10;3.20.20.120	3.30.390.10;3.20.20.120	n	0
5.5.1.1	3toy	3.30.390.10;3.20.20.120	3.30.390.10;3.20.20.120	n	0
5.5.1.1	1muc	3.30.390.10;3.20.20.120	3.30.390.10;3.20.20.120	n	0
5.5.1.1	2muc	3.30.390.10;3.20.20.120	3.30.390.10;3.20.20.120	n	0
5.5.1.1	2pgw	3.30.390.10;3.20.20.120	3.30.390.10;3.20.20.120	n	0
5.5.1.1	3msy	3.30.390.10;3.20.20.120	3.30.390.10;3.20.20.120	n	0
5.5.1.1	3tte	3.30.390.10;3.20.20.120	3.30.390.10;3.20.20.120	n	0
5.5.1.1	3i6e	3.30.390.10;3.20.20.120	3.30.390.10;3.20.20.120	n	0
5.5.1.1	1f9c	3.30.390.10;3.20.20.120	3.30.390.10;3.20.20.120	n	0
5.5.1.1	3dgb	3.30.390.10;3.20.20.120	3.30.390.10;3.20.20.120	n	0
5.5.1.1	3ct2	3.30.390.10;3.20.20.120	3.30.390.10;3.20.20.120	n	0
5.5.1.1	3muc	3.30.390.10;3.20.20.120	3.30.390.10;3.20.20.120	n	0
5.5.1.1	3fj4	3.30.390.10;3.20.20.120	3.30.390.10;3.20.20.120	n	0
5.5.1.2	1q5n	1.10.275.10;1.20.200.10;1.10.40.30	1.10.275.10;1.20.200.10;1.10.40.30	n	0
5.5.1.4	1jkf	3.30.2360.10;3.40.50.720;3.30.360.10	3.40.50.720;3.30.360.10	n	0
5.5.1.4	1p1h	3.40.50.720;3.30.360.10	3.40.50.720;3.30.360.10	n	0
5.5.1.4	1p1i	3.30.2360.10;3.40.50.720;3.30.360.10	3.40.50.720;3.30.360.10	n	0
5.5.1.4	1p1j	3.40.50.720;3.30.360.10	3.40.50.720;3.30.360.10	n	0
5.5.1.4	1p1k	3.40.50.720;3.30.360.10	3.40.50.720;3.30.360.10	n	0
5.5.1.4	1p1f	3.40.50.720;3.30.360.10	3.40.50.720;3.30.360.10	n	0
5.5.1.4	1vko	3.40.50.720;3.30.360.10	3.40.50.720;3.30.360.10	n	0
5.5.1.4	1la2	3.40.50.720;3.30.360.10	3.40.50.720;3.30.360.10	n	0
5.5.1.4	1jki	3.40.50.720;3.30.360.10	3.40.50.720;3.30.360.10	n	0
5.5.1.4	1rm0	3.40.50.720;3.30.360.10	3.40.50.720;3.30.360.10	n	0
5.5.1.4	3qvx	3.40.50.720;3.30.360.10	3.40.50.720;3.30.360.10	n	0
5.5.1.4	3qvw	3.40.50.720;3.30.360.10	3.40.50.720;3.30.360.10	n	0
5.5.1.4	3qvt	3.40.50.720;3.30.360.10	3.40.50.720;3.30.360.10	n	0
5.5.1.4	3qw2	3.40.50.720;3.30.360.10	3.40.50.720;3.30.360.10	n	0
5.5.1.4	3qvs	3.40.50.720;3.30.360.10	3.40.50.720;3.30.360.10	n	0
5.5.1.4	1gr0	3.40.50.720;3.30.360.10	3.40.50.720;3.30.360.10	n	0
5.5.1.4	3cin	3.40.50.720;3.30.360.10	3.40.50.720;3.30.360.10	n	0
5.5.1.5	1jof	2.130.10.10	2.130.10.10	n	0
5.5.1.6	1eyq	1.10.890.20;3.50.70.10	1.10.890.20;3.50.70.10	n	0
5.5.1.6	1eyp	1.10.890.20;3.50.70.10	1.10.890.20;3.50.70.10	n	0
5.5.1.6	1fm8	1.10.890.20;3.50.70.10	1.10.890.20;3.50.70.10	n	0
5.5.1.6	1jx1	1.10.890.20;3.50.70.10	1.10.890.20;3.50.70.10	n	0
5.5.1.6	1jx0	1.10.890.20;3.50.70.10	1.10.890.20;3.50.70.10	n	0
5.5.1.6	4doi	3.50.70.10;1.10.890.20	1.10.890.20;3.50.70.10	n	0
5.5.1.6	4dok	3.50.70.10;1.10.890.20	1.10.890.20;3.50.70.10	n	0
5.5.1.6	1jep	1.10.890.20;3.50.70.10	1.10.890.20;3.50.70.10	n	0
5.5.1.6	1fm7	1.10.890.20;3.50.70.10	1.10.890.20;3.50.70.10	n	0
5.5.1.7	3i4k	3.30.390.10;3.20.20.120	3.30.390.10;3.20.20.120	n	0
5.5.1.7	2chr	3.30.390.10;3.20.20.120	3.30.390.10;3.20.20.120	n	0
5.5.1.7	3q4d	3.30.390.10;3.20.20.120	3.30.390.10;3.20.20.120	n	0
5.5.1.7	3q45	3.30.390.10;3.20.20.120	3.30.390.10;3.20.20.120	n	0
5.5.1.7	1nu5	3.30.390.10;3.20.20.120	3.30.390.10;3.20.20.120	n	0
5.5.1.8	1n1z	1.50.10.130;1.10.600.10	1.50.10.130;1.10.600.10	n	0
5.5.1.8	1n1b	1.50.10.130;1.10.600.10	1.50.10.130;1.10.600.10	n	0
5.5.1.8	1n23	1.50.10.130;1.10.600.10	1.50.10.130;1.10.600.10	n	0
5.5.1.8	1n22	1.50.10.130;1.10.600.10	1.50.10.130;1.10.600.10	n	0
5.5.1.8	1n21	1.50.10.130;1.10.600.10	1.50.10.130;1.10.600.10	n	0
5.5.1.8	1n20	1.50.10.130;1.10.600.10	1.50.10.130;1.10.600.10	n	0
5.5.1.8	1n24	1.50.10.130;1.10.600.10	1.50.10.130;1.10.600.10	n	0
5.5.1.12	3s9v	1.50.10.130;1.10.600.10	1.50.10.130;1.10.600.10	n	0
5.5.1.13	3pyb	1.50.10.130	1.50.10.130	n	0
5.5.1.13	3pya	1.50.10.130	1.50.10.130	n	0
5.5.1.13	4lix	1.50.10.130	1.50.10.130	n	0
5.5.1.23	2f99	3.10.450.50	3.10.450.50	n	0
5.5.1.23	2f98	3.10.450.50	3.10.450.50	n	0
5.99.1.2	1i7d	3.40.50.140;1.10.460.10;2.70.20.10;1.10.290.10	1.10.290.10;2.70.20.10	y	8
5.99.1.2	1yua	3.30.65.10;2.20.25.10	3.30.65.10;2.20.25.10	y	8
5.99.1.2	1cyy	1.10.290.10;2.70.20.10	1.10.290.10;2.70.20.10	y	8
5.99.1.2	1t8i	2.170.11.10;1.10.10.41;3.90.15.10;1.10.132.10	2.170.11.10;1.10.10.41;3.90.15.10	y	8
5.99.1.2	1rr8	2.170.11.10;1.10.10.41;3.90.15.10;1.10.132.10	2.170.11.10;1.10.10.41;3.90.15.10	y	8
5.99.1.2	1lpq	2.170.11.10;1.10.10.41;3.90.15.10;1.10.132.10	2.170.11.10;1.10.10.41;3.90.15.10	y	8
5.99.1.2	1vcc	3.30.66.10	3.30.66.10	y	8
5.99.1.2	3pwt	3.40.50.140;1.10.460.10;2.70.20.10;1.10.290.10	1.10.290.10;2.70.20.10	y	8
5.99.1.2	2b9s	2.170.11.10;1.10.10.41	2.170.11.10;1.10.10.41	y	8
5.99.1.2	1mw9	3.40.50.140;1.10.460.10;2.70.20.10;1.10.290.10	1.10.290.10;2.70.20.10	y	8
5.99.1.2	1mw8	3.40.50.140;1.10.460.10;2.70.20.10;1.10.290.10	1.10.290.10;2.70.20.10	y	8
5.99.1.2	1a31	1.10.10.41;2.170.11.10;3.90.15.10;1.10.132.10	1.10.10.41;2.170.11.10;3.90.15.10	y	8
5.99.1.2	1a35	1.10.10.41;2.170.11.10;3.90.15.10;1.10.132.10	1.10.10.41;2.170.11.10;3.90.15.10	y	8
5.99.1.2	1ois	1.10.10.41;2.170.11.10	1.10.10.41;2.170.11.10	y	8
5.99.1.2	1k4s	2.170.11.10;1.10.10.41;3.90.15.10;1.10.132.10	2.170.11.10;1.10.10.41;3.90.15.10	y	8
5.99.1.2	1k4t	2.170.11.10;1.10.10.41;3.90.15.10;1.10.132.10	2.170.11.10;1.10.10.41;3.90.15.10	y	8
5.99.1.2	1nh3	1.10.10.41;2.170.11.10;3.90.15.10;1.10.132.10	2.170.11.10;1.10.10.41;3.90.15.10	y	8
5.99.1.2	1a36	2.170.11.10;1.10.10.41;3.90.15.10;1.10.132.10	2.170.11.10;1.10.10.41;3.90.15.10	y	8
